,Green Waste,Yellow Waste,Red Waste,Disposed Waste,Progress
94,4,11,11,0,0.0
95,4,11,11,0,0.0
96,4,11,11,0,0.0
97,4,11,11,0,0.0
98,4,11,11,0,0.0
99,4,11,11,0,0.0
100,4,11,11,0,0.0
101,4,11,11,0,0.0
102,4,11,11,0,0.0
103,4,11,11,0,0.0
104,4,11,11,0,0.0
105,4,11,11,0,0.0
106,4,11,11,0,0.0
107,4,11,11,0,0.0
108,4,11,11,0,0.0
109,4,11,11,0,0.0
110,4,11,11,0,0.0
111,4,11,11,0,0.0
112,4,11,11,0,0.0
113,4,11,11,0,0.0
114,4,11,11,0,0.0
115,4,11,11,0,0.0
116,4,11,11,0,0.0
117,4,11,11,0,0.0
118,4,11,11,0,0.0
119,2,12,11,0,0.0
120,2,12,11,0,0.0
121,2,12,11,0,0.0
122,2,12,11,0,0.0
123,2,12,11,0,0.0
124,2,12,11,0,0.0
125,2,12,11,0,0.0
126,2,12,11,0,0.0
127,2,12,11,0,0.0
128,2,12,11,0,0.0
129,2,12,11,0,0.0
130,2,12,11,0,0.0
131,2,12,11,0,0.0
132,2,12,11,0,0.0
133,2,12,11,0,0.0
134,2,12,11,0,0.0
135,2,12,11,0,0.0
136,2,12,11,0,0.0
137,2,12,11,0,0.0
138,2,12,11,0,0.0
139,2,12,11,0,0.0
140,2,12,11,0,0.0
141,2,12,11,0,0.0
142,2,12,11,0,0.0
143,2,12,11,0,0.0
144,2,12,11,0,0.0
145,2,12,11,0,0.0
146,2,12,11,0,0.0
147,2,12,11,0,0.0
148,2,12,11,0,0.0
149,2,12,11,0,0.0
150,2,12,11,0,0.0
151,2,12,11,0,0.0
152,2,12,11,1,0.058823529411764705
153,2,12,11,2,0.11764705882352941
154,2,12,11,2,0.11764705882352941
155,2,12,11,2,0.11764705882352941
156,2,12,11,2,0.11764705882352941
157,2,12,11,2,0.11764705882352941
158,2,12,11,2,0.11764705882352941
159,2,12,11,2,0.11764705882352941
160,2,12,11,2,0.11764705882352941
161,2,12,11,2,0.11764705882352941
162,2,12,11,2,0.11764705882352941
163,2,12,11,2,0.11764705882352941
164,2,12,11,2,0.11764705882352941
165,2,12,11,2,0.11764705882352941
166,2,12,11,2,0.11764705882352941
167,2,12,11,2,0.11764705882352941
168,2,12,11,2,0.11764705882352941
169,2,12,11,2,0.11764705882352941
170,2,12,11,2,0.11764705882352941
171,2,12,11,2,0.11764705882352941
172,2,12,11,2,0.11764705882352941
173,2,12,11,2,0.11764705882352941
174,2,12,11,2,0.11764705882352941
175,2,12,11,2,0.11764705882352941
176,2,12,11,2,0.11764705882352941
177,2,12,11,2,0.11764705882352941
178,2,12,11,2,0.11764705882352941
179,2,12,11,2,0.11764705882352941
180,2,12,11,2,0.11764705882352941
181,2,12,11,2,0.11764705882352941
182,2,12,11,2,0.11764705882352941
183,2,12,11,2,0.11764705882352941
184,2,12,11,2,0.11764705882352941
185,2,12,11,2,0.11764705882352941
186,2,12,11,2,0.11764705882352941
187,2,12,11,2,0.11764705882352941
188,2,12,11,2,0.11764705882352941
189,2,12,11,2,0.11764705882352941
190,2,12,11,2,0.11764705882352941
191,2,12,11,2,0.11764705882352941
192,2,12,11,2,0.11764705882352941
193,2,12,11,2,0.11764705882352941
194,2,12,11,2,0.11764705882352941
195,2,12,11,2,0.11764705882352941
196,2,12,11,2,0.11764705882352941
197,2,12,11,2,0.11764705882352941
198,2,12,11,2,0.11764705882352941
199,2,12,11,2,0.11764705882352941
200,2,12,11,2,0.11764705882352941
