Step,AgentID,Color,Transporting,Position
4,1123,green,[],"(8, 22)"
4,1124,green,[],"(8, 20)"
4,1125,yellow,[],"(10, 27)"
4,1126,yellow,[],"(10, 17)"
4,1127,yellow,[],"(11, 30)"
4,1128,yellow,[],"(12, 10)"
4,1129,yellow,[],"(16, 24)"
4,1130,red,[],"(26, 27)"
4,1131,red,[],"(21, 23)"
4,1132,red,[],"(22, 11)"
4,1133,red,[],"(23, 31)"
4,1134,red,[],"(21, 16)"
5,1120,green,[],"(7, 4)"
5,1121,green,[],"(7, 26)"
5,1122,green,[1097],"(8, 29)"
5,1123,green,[],"(9, 21)"
5,1124,green,[],"(7, 19)"
5,1125,yellow,[],"(10, 26)"
5,1126,yellow,[],"(10, 16)"
5,1127,yellow,[],"(10, 30)"
5,1128,yellow,[],"(11, 10)"
5,1129,yellow,[],"(15, 24)"
5,1130,red,[],"(25, 27)"
5,1131,red,[],"(21, 22)"
5,1132,red,[],"(21, 11)"
5,1133,red,[],"(22, 31)"
5,1134,red,[],"(21, 15)"
6,1120,green,[],"(6, 3)"
6,1121,green,[],"(6, 27)"
6,1122,green,[1097],"(9, 30)"
6,1123,green,[],"(10, 22)"
6,1124,green,[],"(8, 18)"
6,1125,yellow,[],"(10, 25)"
6,1126,yellow,[],"(10, 17)"
6,1127,yellow,[],"(10, 31)"
6,1128,yellow,[],"(10, 10)"
6,1129,yellow,[],"(14, 24)"
6,1130,red,[],"(24, 27)"
6,1131,red,[],"(21, 21)"
6,1132,red,[],"(21, 10)"
6,1133,red,[],"(21, 31)"
6,1134,red,[],"(21, 14)"
7,1120,green,[],"(7, 2)"
7,1121,green,[],"(7, 28)"
7,1122,green,[1097],"(9, 31)"
7,1123,green,[],"(10, 21)"
7,1124,green,[],"(7, 17)"
7,1125,yellow,[],"(10, 24)"
7,1126,yellow,[],"(10, 18)"
7,1127,yellow,[],"(10, 32)"
7,1128,yellow,[],"(10, 9)"
7,1129,yellow,[],"(13, 24)"
7,1130,red,[],"(23, 27)"
7,1131,red,[],"(21, 20)"
7,1132,red,[],"(21, 11)"
7,1133,red,[],"(21, 32)"
7,1134,red,[],"(21, 13)"
8,1120,green,[],"(6, 1)"
8,1121,green,[],"(6, 29)"
8,1122,green,[1097],"(8, 32)"
8,1123,green,[],"(10, 22)"
8,1124,green,[],"(8, 16)"
8,1125,yellow,[],"(10, 23)"
8,1126,yellow,[],"(10, 19)"
8,1127,yellow,[],"(10, 31)"
8,1128,yellow,[],"(10, 8)"
8,1129,yellow,[],"(12, 24)"
8,1130,red,[],"(22, 27)"
8,1131,red,[],"(21, 19)"
8,1132,red,[],"(21, 12)"
8,1133,red,[],"(21, 31)"
8,1134,red,[],"(21, 14)"
9,1120,green,[],"(7, 0)"
9,1121,green,[],"(7, 30)"
9,1122,green,[1097],"(9, 31)"
9,1123,green,[],"(9, 23)"
9,1124,green,[1096],"(9, 15)"
9,1125,yellow,[],"(10, 22)"
9,1126,yellow,[],"(10, 20)"
9,1127,yellow,[],"(10, 30)"
9,1128,yellow,[],"(10, 9)"
9,1129,yellow,[],"(11, 24)"
9,1130,red,[],"(21, 27)"
9,1131,red,[],"(21, 20)"
9,1132,red,[],"(21, 13)"
9,1133,red,[],"(21, 32)"
9,1134,red,[],"(21, 13)"
10,1120,green,[],"(7, 1)"
10,1121,green,[],"(6, 31)"
10,1122,green,[1097],"(9, 32)"
10,1123,green,[],"(10, 24)"
10,1124,green,[1096],"(10, 16)"
10,1125,yellow,[],"(10, 21)"
10,1126,yellow,[],"(10, 21)"
10,1127,yellow,[],"(10, 31)"
10,1128,yellow,[],"(10, 8)"
10,1129,yellow,[],"(10, 24)"
10,1130,red,[],"(21, 28)"
10,1131,red,[],"(21, 21)"
10,1132,red,[],"(21, 14)"
10,1133,red,[],"(21, 31)"
10,1134,red,[],"(21, 14)"
11,1120,green,[],"(8, 0)"
11,1121,green,[],"(7, 32)"
11,1122,green,[1097],"(10, 32)"
11,1123,green,[],"(9, 25)"
11,1124,green,[],"(10, 16)"
11,1125,yellow,[],"(10, 22)"
11,1126,yellow,[],"(10, 22)"
11,1127,yellow,[],"(10, 30)"
11,1128,yellow,[],"(10, 9)"
11,1129,yellow,[],"(10, 23)"
11,1130,red,[],"(21, 27)"
11,1131,red,[],"(21, 20)"
11,1132,red,[],"(21, 13)"
11,1133,red,[],"(21, 32)"
11,1134,red,[],"(21, 15)"
12,1120,green,[],"(9, 1)"
12,1121,green,[],"(6, 31)"
12,1122,green,[1097],"(9, 32)"
12,1123,green,[],"(10, 26)"
12,1124,green,[],"(10, 17)"
12,1125,yellow,[],"(10, 23)"
12,1126,yellow,[],"(10, 21)"
12,1127,yellow,[],"(10, 29)"
12,1128,yellow,[],"(10, 8)"
12,1129,yellow,[],"(10, 24)"
12,1130,red,[],"(21, 28)"
12,1131,red,[],"(21, 19)"
12,1132,red,[],"(21, 14)"
12,1133,red,[],"(21, 31)"
12,1134,red,[],"(21, 14)"
13,1120,green,[],"(9, 2)"
13,1121,green,[],"(7, 30)"
13,1122,green,[1097],"(9, 31)"
13,1123,green,[],"(9, 27)"
13,1124,green,[],"(10, 18)"
13,1125,yellow,[],"(10, 24)"
13,1126,yellow,[],"(10, 22)"
13,1127,yellow,[],"(10, 28)"
13,1128,yellow,[],"(10, 9)"
13,1129,yellow,[],"(10, 25)"
13,1130,red,[],"(21, 27)"
13,1131,red,[],"(21, 18)"
13,1132,red,[],"(21, 13)"
13,1133,red,[],"(21, 32)"
13,1134,red,[],"(21, 15)"
14,1120,green,[],"(9, 3)"
14,1121,green,[],"(8, 31)"
14,1122,green,[1097],"(10, 30)"
14,1123,green,[],"(8, 28)"
14,1124,green,[],"(10, 19)"
14,1125,yellow,[],"(10, 25)"
14,1126,yellow,[],"(10, 21)"
14,1127,yellow,[],"(10, 27)"
14,1128,yellow,[],"(10, 8)"
14,1129,yellow,[],"(10, 24)"
14,1130,red,[],"(21, 28)"
14,1131,red,[],"(21, 19)"
14,1132,red,[],"(21, 14)"
14,1133,red,[],"(21, 31)"
14,1134,red,[],"(21, 14)"
15,1120,green,[],"(10, 4)"
15,1121,green,[],"(9, 30)"
15,1122,green,[1097],"(10, 29)"
15,1123,green,[],"(7, 27)"
15,1124,green,[],"(10, 20)"
15,1125,yellow,[],"(10, 26)"
15,1126,yellow,[],"(10, 22)"
15,1127,yellow,[],"(10, 28)"
15,1128,yellow,[],"(10, 7)"
15,1129,yellow,[],"(10, 25)"
15,1130,red,[],"(21, 27)"
15,1131,red,[],"(21, 18)"
15,1132,red,[],"(21, 15)"
15,1133,red,[],"(21, 32)"
15,1134,red,[],"(21, 15)"
16,1120,green,[],"(9, 5)"
16,1121,green,[],"(9, 29)"
16,1122,green,[1097],"(10, 28)"
16,1123,green,[],"(6, 26)"
16,1124,green,[],"(10, 21)"
16,1125,yellow,[],"(10, 27)"
16,1126,yellow,[],"(10, 23)"
16,1127,yellow,[],"(10, 29)"
16,1128,yellow,[],"(10, 6)"
16,1129,yellow,[],"(10, 26)"
16,1130,red,[],"(21, 26)"
16,1131,red,[],"(21, 19)"
16,1132,red,[],"(21, 14)"
16,1133,red,[],"(21, 31)"
16,1134,red,[],"(21, 14)"
17,1120,green,[],"(10, 6)"
17,1121,green,[],"(10, 28)"
17,1122,green,[1097],"(9, 27)"
17,1123,green,[],"(5, 25)"
17,1124,green,[],"(10, 22)"
17,1125,yellow,[],"(10, 28)"
17,1126,yellow,[],"(10, 22)"
17,1127,yellow,[],"(10, 28)"
17,1128,yellow,[],"(10, 5)"
17,1129,yellow,[],"(10, 25)"
17,1130,red,[],"(21, 27)"
17,1131,red,[],"(21, 20)"
17,1132,red,[],"(21, 13)"
17,1133,red,[],"(21, 30)"
17,1134,red,[],"(21, 13)"
18,1120,green,[],"(9, 7)"
18,1121,green,[],"(9, 27)"
18,1122,green,[1097],"(8, 26)"
18,1123,green,[],"(6, 24)"
18,1124,green,[],"(10, 23)"
18,1125,yellow,[],"(10, 27)"
18,1126,yellow,[],"(10, 21)"
18,1127,yellow,[],"(10, 27)"
18,1128,yellow,[],"(10, 4)"
18,1129,yellow,[],"(10, 26)"
18,1130,red,[],"(21, 28)"
18,1131,red,[],"(21, 21)"
18,1132,red,[],"(21, 12)"
18,1133,red,[],"(21, 31)"
18,1134,red,[],"(21, 14)"
19,1120,green,[],"(10, 8)"
19,1121,green,[],"(10, 26)"
19,1122,green,[1097],"(7, 27)"
19,1123,green,[],"(5, 23)"
19,1124,green,[],"(10, 24)"
19,1125,yellow,[],"(10, 28)"
19,1126,yellow,[],"(10, 22)"
19,1127,yellow,[],"(10, 26)"
19,1128,yellow,[],"(10, 3)"
19,1129,yellow,[],"(10, 25)"
19,1130,red,[],"(21, 27)"
19,1131,red,[],"(21, 20)"
19,1132,red,[],"(21, 11)"
19,1133,red,[],"(21, 32)"
19,1134,red,[],"(21, 15)"
20,1120,green,[],"(9, 9)"
20,1121,green,[],"(10, 25)"
20,1122,green,[1097],"(6, 26)"
20,1123,green,[],"(6, 23)"
20,1124,green,[],"(10, 25)"
20,1125,yellow,[],"(10, 27)"
20,1126,yellow,[],"(10, 23)"
20,1127,yellow,[],"(10, 25)"
20,1128,yellow,[],"(10, 2)"
20,1129,yellow,[],"(10, 24)"
20,1130,red,[],"(21, 26)"
20,1131,red,[],"(21, 21)"
20,1132,red,[],"(21, 12)"
20,1133,red,[],"(21, 31)"
20,1134,red,[],"(21, 16)"
21,1120,green,[],"(8, 10)"
21,1121,green,[],"(9, 24)"
21,1122,green,[1097],"(5, 27)"
21,1123,green,[],"(5, 23)"
21,1124,green,[],"(9, 26)"
21,1125,yellow,[],"(10, 28)"
21,1126,yellow,[],"(10, 24)"
21,1127,yellow,[],"(10, 24)"
21,1128,yellow,[],"(10, 1)"
21,1129,yellow,[],"(10, 25)"
21,1130,red,[],"(21, 25)"
21,1131,red,[],"(21, 22)"
21,1132,red,[],"(21, 11)"
21,1133,red,[],"(21, 30)"
21,1134,red,[],"(21, 17)"
22,1120,green,[],"(7, 10)"
22,1121,green,[],"(10, 23)"
22,1122,green,[1097],"(4, 26)"
22,1123,green,[],"(5, 24)"
22,1124,green,[],"(8, 26)"
22,1125,yellow,[],"(10, 29)"
22,1126,yellow,[],"(10, 25)"
22,1127,yellow,[],"(10, 25)"
22,1128,yellow,[],"(10, 0)"
22,1129,yellow,[],"(10, 24)"
22,1130,red,[],"(21, 26)"
22,1131,red,[],"(21, 23)"
22,1132,red,[],"(21, 10)"
22,1133,red,[],"(21, 29)"
22,1134,red,[],"(21, 18)"
23,1120,green,[],"(6, 11)"
23,1121,green,[],"(9, 22)"
23,1122,green,[1097],"(3, 27)"
23,1123,green,[],"(4, 25)"
23,1124,green,[],"(7, 26)"
23,1125,yellow,[],"(10, 30)"
23,1126,yellow,[],"(10, 24)"
23,1127,yellow,[],"(10, 24)"
23,1128,yellow,[],"(10, 1)"
23,1129,yellow,[],"(10, 23)"
23,1130,red,[],"(21, 27)"
23,1131,red,[],"(21, 22)"
23,1132,red,[],"(21, 9)"
23,1133,red,[],"(21, 28)"
23,1134,red,[],"(21, 19)"
24,1120,green,[1090],"(5, 12)"
24,1121,green,[],"(10, 21)"
24,1122,green,[1097],"(2, 26)"
24,1123,green,[],"(4, 26)"
24,1124,green,[],"(8, 25)"
24,1125,yellow,[],"(10, 31)"
24,1126,yellow,[],"(10, 25)"
24,1127,yellow,[],"(10, 25)"
24,1128,yellow,[],"(10, 0)"
24,1129,yellow,[],"(10, 22)"
24,1130,red,[],"(21, 26)"
24,1131,red,[],"(21, 23)"
24,1132,red,[],"(21, 8)"
24,1133,red,[],"(21, 27)"
24,1134,red,[],"(21, 18)"
25,1120,green,[1090],"(4, 12)"
25,1121,green,[],"(9, 20)"
25,1122,green,[1097],"(1, 27)"
25,1123,green,[],"(3, 27)"
25,1124,green,[],"(7, 26)"
25,1125,yellow,[],"(10, 30)"
25,1126,yellow,[],"(10, 24)"
25,1127,yellow,[],"(10, 24)"
25,1128,yellow,[],"(10, 1)"
25,1129,yellow,[],"(10, 23)"
25,1130,red,[],"(21, 27)"
25,1131,red,[],"(21, 22)"
25,1132,red,[],"(21, 7)"
25,1133,red,[],"(21, 28)"
25,1134,red,[],"(21, 19)"
26,1120,green,[1090],"(5, 12)"
26,1121,green,[],"(10, 19)"
26,1122,green,[1097],"(0, 26)"
26,1123,green,[],"(4, 28)"
26,1124,green,[],"(6, 27)"
26,1125,yellow,[],"(10, 29)"
26,1126,yellow,[],"(10, 23)"
26,1127,yellow,[],"(10, 23)"
26,1128,yellow,[],"(10, 2)"
26,1129,yellow,[],"(10, 24)"
26,1130,red,[],"(21, 28)"
26,1131,red,[],"(21, 23)"
26,1132,red,[],"(21, 8)"
26,1133,red,[],"(21, 27)"
26,1134,red,[],"(21, 18)"
27,1120,green,[1090],"(6, 12)"
27,1121,green,[],"(9, 18)"
27,1122,green,[1097],"(1, 25)"
27,1123,green,[],"(5, 29)"
27,1124,green,[],"(7, 28)"
27,1125,yellow,[],"(10, 28)"
27,1126,yellow,[],"(10, 22)"
27,1127,yellow,[],"(10, 24)"
27,1128,yellow,[],"(10, 3)"
27,1129,yellow,[],"(10, 25)"
27,1130,red,[],"(21, 27)"
27,1131,red,[],"(21, 22)"
27,1132,red,[],"(21, 7)"
27,1133,red,[],"(21, 26)"
27,1134,red,[],"(21, 17)"
28,1120,green,[1090],"(7, 12)"
28,1121,green,[],"(8, 19)"
28,1122,green,[1097],"(0, 24)"
28,1123,green,[],"(4, 30)"
28,1124,green,[],"(8, 29)"
28,1125,yellow,[],"(10, 27)"
28,1126,yellow,[],"(10, 21)"
28,1127,yellow,[],"(10, 25)"
28,1128,yellow,[],"(10, 2)"
28,1129,yellow,[],"(10, 26)"
28,1130,red,[],"(21, 28)"
28,1131,red,[],"(21, 23)"
28,1132,red,[],"(21, 6)"
28,1133,red,[],"(21, 27)"
28,1134,red,[],"(21, 18)"
29,1120,green,[1090],"(8, 12)"
29,1121,green,[],"(7, 18)"
29,1122,green,[1097],"(1, 24)"
29,1123,green,[],"(3, 29)"
29,1124,green,[],"(9, 29)"
29,1125,yellow,[],"(10, 28)"
29,1126,yellow,[],"(10, 22)"
29,1127,yellow,[],"(10, 24)"
29,1128,yellow,[],"(10, 3)"
29,1129,yellow,[],"(10, 27)"
29,1130,red,[],"(21, 29)"
29,1131,red,[],"(21, 24)"
29,1132,red,[],"(21, 5)"
29,1133,red,[],"(21, 26)"
29,1134,red,[],"(21, 19)"
30,1120,green,[1090],"(9, 12)"
30,1121,green,[],"(6, 18)"
30,1122,green,[1097],"(2, 24)"
30,1123,green,[],"(2, 30)"
30,1124,green,[],"(10, 30)"
30,1125,yellow,[],"(10, 27)"
30,1126,yellow,[],"(10, 21)"
30,1127,yellow,[],"(10, 25)"
30,1128,yellow,[],"(10, 4)"
30,1129,yellow,[],"(10, 26)"
30,1130,red,[],"(21, 28)"
30,1131,red,[],"(21, 25)"
30,1132,red,[],"(21, 6)"
30,1133,red,[],"(21, 25)"
30,1134,red,[],"(21, 18)"
31,1120,green,[1090],"(10, 12)"
31,1121,green,[],"(5, 19)"
31,1122,green,[1097],"(3, 24)"
31,1123,green,[],"(1, 29)"
31,1124,green,[],"(9, 31)"
31,1125,yellow,[],"(10, 26)"
31,1126,yellow,[],"(10, 22)"
31,1127,yellow,[],"(10, 26)"
31,1128,yellow,[],"(10, 3)"
31,1129,yellow,[],"(10, 25)"
31,1130,red,[],"(21, 29)"
31,1131,red,[],"(21, 26)"
31,1132,red,[],"(21, 5)"
31,1133,red,[],"(21, 26)"
31,1134,red,[],"(21, 19)"
32,1120,green,[],"(10, 12)"
32,1121,green,[],"(4, 18)"
32,1122,green,[1097],"(4, 24)"
32,1123,green,[],"(1, 28)"
32,1124,green,[],"(8, 31)"
32,1125,yellow,[],"(10, 27)"
32,1126,yellow,[],"(10, 23)"
32,1127,yellow,[],"(10, 27)"
32,1128,yellow,[],"(10, 4)"
32,1129,yellow,[],"(10, 26)"
32,1130,red,[],"(21, 30)"
32,1131,red,[],"(21, 25)"
32,1132,red,[],"(21, 4)"
32,1133,red,[],"(21, 25)"
32,1134,red,[],"(21, 18)"
33,1120,green,[],"(10, 11)"
33,1121,green,[1091],"(4, 17)"
33,1122,green,[1097],"(5, 24)"
33,1123,green,[],"(1, 27)"
33,1124,green,[],"(7, 31)"
33,1125,yellow,[],"(10, 26)"
33,1126,yellow,[],"(10, 24)"
33,1127,yellow,[],"(10, 28)"
33,1128,yellow,[],"(10, 3)"
33,1129,yellow,[],"(10, 27)"
33,1130,red,[],"(21, 29)"
33,1131,red,[],"(21, 26)"
33,1132,red,[],"(21, 3)"
33,1133,red,[],"(21, 26)"
33,1134,red,[],"(21, 17)"
34,1120,green,[],"(10, 10)"
34,1121,green,[1091],"(5, 16)"
34,1122,green,[1097],"(6, 24)"
34,1123,green,[],"(0, 26)"
34,1124,green,[],"(6, 30)"
34,1125,yellow,[],"(10, 25)"
34,1126,yellow,[],"(10, 25)"
34,1127,yellow,[],"(10, 29)"
34,1128,yellow,[],"(10, 4)"
34,1129,yellow,[],"(10, 28)"
34,1130,red,[],"(21, 28)"
34,1131,red,[],"(21, 27)"
34,1132,red,[],"(21, 4)"
34,1133,red,[],"(21, 27)"
34,1134,red,[],"(21, 16)"
35,1120,green,[],"(9, 9)"
35,1121,green,[1091],"(6, 16)"
35,1122,green,[1097],"(7, 24)"
35,1123,green,[],"(1, 25)"
35,1124,green,[],"(5, 31)"
35,1125,yellow,[],"(10, 26)"
35,1126,yellow,[],"(10, 26)"
35,1127,yellow,[],"(10, 30)"
35,1128,yellow,[],"(10, 3)"
35,1129,yellow,[],"(10, 29)"
35,1130,red,[],"(21, 27)"
35,1131,red,[],"(21, 28)"
35,1132,red,[],"(21, 3)"
35,1133,red,[],"(21, 26)"
35,1134,red,[],"(21, 17)"
36,1120,green,[],"(9, 8)"
36,1121,green,[1091],"(7, 15)"
36,1122,green,[1097],"(8, 24)"
36,1123,green,[],"(0, 24)"
36,1124,green,[],"(4, 30)"
36,1125,yellow,[],"(10, 25)"
36,1126,yellow,[],"(10, 27)"
36,1127,yellow,[],"(10, 29)"
36,1128,yellow,[],"(10, 4)"
36,1129,yellow,[],"(10, 28)"
36,1130,red,[],"(21, 26)"
36,1131,red,[],"(21, 29)"
36,1132,red,[],"(21, 2)"
36,1133,red,[],"(21, 25)"
36,1134,red,[],"(21, 18)"
37,1120,green,[],"(10, 7)"
37,1121,green,[1091],"(8, 14)"
37,1122,green,[1097],"(9, 24)"
37,1123,green,[],"(1, 23)"
37,1124,green,[],"(4, 29)"
37,1125,yellow,[],"(10, 24)"
37,1126,yellow,[],"(10, 26)"
37,1127,yellow,[],"(10, 28)"
37,1128,yellow,[],"(10, 5)"
37,1129,yellow,[],"(10, 29)"
37,1130,red,[],"(21, 27)"
37,1131,red,[],"(21, 28)"
37,1132,red,[],"(21, 1)"
37,1133,red,[],"(21, 26)"
37,1134,red,[],"(21, 17)"
38,1120,green,[],"(9, 6)"
38,1121,green,[1091],"(9, 15)"
38,1122,green,[1097],"(10, 24)"
38,1123,green,[],"(2, 22)"
38,1124,green,[],"(3, 28)"
38,1125,yellow,[],"(10, 25)"
38,1126,yellow,[],"(10, 27)"
38,1127,yellow,[],"(10, 27)"
38,1128,yellow,[],"(10, 4)"
38,1129,yellow,[],"(10, 28)"
38,1130,red,[],"(21, 26)"
38,1131,red,[],"(21, 27)"
38,1132,red,[],"(21, 2)"
38,1133,red,[],"(21, 25)"
38,1134,red,[],"(21, 16)"
39,1120,green,[],"(9, 5)"
39,1121,green,[1091],"(10, 14)"
39,1122,green,[],"(10, 24)"
39,1123,green,[],"(1, 21)"
39,1124,green,[],"(3, 27)"
39,1125,yellow,[],"(10, 24)"
39,1126,yellow,[],"(10, 26)"
39,1127,yellow,[],"(10, 28)"
39,1128,yellow,[],"(10, 5)"
39,1129,yellow,[],"(10, 27)"
39,1130,red,[],"(21, 27)"
39,1131,red,[],"(21, 28)"
39,1132,red,[],"(21, 1)"
39,1133,red,[],"(21, 24)"
39,1134,red,[],"(21, 17)"
40,1120,green,[],"(10, 4)"
40,1121,green,[1091],"(9, 15)"
40,1122,green,[],"(9, 25)"
40,1123,green,[],"(2, 20)"
40,1124,green,[],"(4, 26)"
40,1125,yellow,[],"(10, 25)"
40,1126,yellow,[],"(10, 25)"
40,1127,yellow,[],"(10, 27)"
40,1128,yellow,[],"(10, 4)"
40,1129,yellow,[],"(10, 28)"
40,1130,red,[],"(21, 26)"
40,1131,red,[],"(21, 27)"
40,1132,red,[],"(21, 2)"
40,1133,red,[],"(21, 25)"
40,1134,red,[],"(21, 16)"
41,1120,green,[],"(9, 3)"
41,1121,green,[1091],"(10, 16)"
41,1122,green,[],"(9, 26)"
41,1123,green,[],"(1, 19)"
41,1124,green,[],"(3, 25)"
41,1125,yellow,[],"(10, 26)"
41,1126,yellow,[1097],"(10, 24)"
41,1127,yellow,[],"(10, 26)"
41,1128,yellow,[],"(10, 5)"
41,1129,yellow,[],"(10, 29)"
41,1130,red,[],"(21, 25)"
41,1131,red,[],"(21, 26)"
41,1132,red,[],"(21, 1)"
41,1133,red,[],"(21, 24)"
41,1134,red,[],"(21, 17)"
42,1120,green,[],"(10, 2)"
42,1121,green,[1091],"(9, 17)"
42,1122,green,[],"(9, 27)"
42,1123,green,[1093],"(2, 18)"
42,1124,green,[],"(4, 24)"
42,1125,yellow,[],"(10, 27)"
42,1126,yellow,[1097],"(10, 25)"
42,1127,yellow,[],"(10, 25)"
42,1128,yellow,[],"(10, 4)"
42,1129,yellow,[],"(10, 30)"
42,1130,red,[],"(21, 24)"
42,1131,red,[],"(21, 27)"
42,1132,red,[],"(21, 0)"
42,1133,red,[],"(21, 23)"
42,1134,red,[],"(21, 16)"
43,1120,green,[],"(9, 1)"
43,1121,green,[1091],"(9, 16)"
43,1122,green,[],"(10, 28)"
43,1123,green,[1093],"(3, 19)"
43,1124,green,[],"(3, 23)"
43,1125,yellow,[],"(10, 28)"
43,1126,yellow,[1097],"(10, 26)"
43,1127,yellow,[],"(10, 26)"
43,1128,yellow,[],"(10, 5)"
43,1129,yellow,[],"(10, 31)"
43,1130,red,[],"(21, 23)"
43,1131,red,[],"(21, 26)"
43,1132,red,[],"(21, 1)"
43,1133,red,[],"(21, 24)"
43,1134,red,[],"(21, 17)"
44,1120,green,[],"(9, 0)"
44,1121,green,[1091],"(9, 15)"
44,1122,green,[],"(9, 29)"
44,1123,green,[1093],"(4, 18)"
44,1124,green,[],"(4, 22)"
44,1125,yellow,[],"(10, 29)"
44,1126,yellow,[1097],"(10, 27)"
44,1127,yellow,[],"(10, 25)"
44,1128,yellow,[],"(10, 4)"
44,1129,yellow,[],"(10, 30)"
44,1130,red,[],"(21, 24)"
44,1131,red,[],"(21, 25)"
44,1132,red,[],"(21, 0)"
44,1133,red,[],"(21, 25)"
44,1134,red,[],"(21, 16)"
45,1120,green,[],"(10, 1)"
45,1121,green,[1091],"(8, 14)"
45,1122,green,[],"(10, 30)"
45,1123,green,[1093],"(5, 17)"
45,1124,green,[],"(3, 21)"
45,1125,yellow,[],"(10, 28)"
45,1126,yellow,[1097],"(10, 28)"
45,1127,yellow,[],"(10, 26)"
45,1128,yellow,[],"(10, 3)"
45,1129,yellow,[],"(10, 29)"
45,1130,red,[],"(21, 23)"
45,1131,red,[],"(21, 26)"
45,1132,red,[],"(21, 1)"
45,1133,red,[],"(21, 26)"
45,1134,red,[],"(21, 17)"
46,1120,green,[],"(9, 2)"
46,1121,green,[1091],"(7, 13)"
46,1122,green,[],"(9, 31)"
46,1123,green,[1093],"(6, 18)"
46,1124,green,[],"(4, 20)"
46,1125,yellow,[],"(10, 29)"
46,1126,yellow,[1097],"(10, 27)"
46,1127,yellow,[],"(10, 25)"
46,1128,yellow,[],"(10, 4)"
46,1129,yellow,[],"(10, 28)"
46,1130,red,[],"(21, 22)"
46,1131,red,[],"(21, 25)"
46,1132,red,[],"(21, 2)"
46,1133,red,[],"(21, 25)"
46,1134,red,[],"(21, 18)"
47,1120,green,[],"(10, 2)"
47,1121,green,[1091],"(6, 14)"
47,1122,green,[],"(10, 32)"
47,1123,green,[1093],"(7, 17)"
47,1124,green,[],"(3, 19)"
47,1125,yellow,[],"(10, 28)"
47,1126,yellow,[1097],"(10, 28)"
47,1127,yellow,[],"(10, 24)"
47,1128,yellow,[],"(10, 3)"
47,1129,yellow,[],"(10, 27)"
47,1130,red,[],"(21, 23)"
47,1131,red,[],"(21, 24)"
47,1132,red,[],"(21, 1)"
47,1133,red,[],"(21, 24)"
47,1134,red,[],"(21, 17)"
48,1120,green,[],"(10, 3)"
48,1121,green,[1091],"(5, 13)"
48,1122,green,[],"(9, 32)"
48,1123,green,[1093],"(8, 18)"
48,1124,green,[],"(4, 18)"
48,1125,yellow,[],"(10, 27)"
48,1126,yellow,[1097],"(10, 29)"
48,1127,yellow,[],"(10, 23)"
48,1128,yellow,[],"(10, 4)"
48,1129,yellow,[],"(10, 28)"
48,1130,red,[],"(21, 22)"
48,1131,red,[],"(21, 23)"
48,1132,red,[],"(21, 2)"
48,1133,red,[],"(21, 23)"
48,1134,red,[],"(21, 16)"
49,1120,green,[],"(10, 2)"
49,1121,green,[1091],"(4, 13)"
49,1122,green,[],"(10, 32)"
49,1123,green,[1093],"(9, 17)"
